customer_id,customer_name,age,monthly_income,avg_monthly_balance,transaction_frequency,avg_transaction_amount,account_type,credit_score,has_credit_card,has_personal_loan
CUST_1316,Jordan Chambers,41,3321.89,18273.36,28,144.78,Savings,721,True,False
CUST_1317,Lauren Carson,24,4929.22,11319.28,37,141.99,Savings,610,True,True
CUST_1318,Ashley Hall,37,5498.51,6743.73,33,188.9,Savings,747,True,True
CUST_1319,Stephen Hoffman,51,3196.28,16348.78,40,243.27,Savings,634,False,False
CUST_1320,Connie Brown,44,3533.55,12727.36,26,254.33,Savings,762,True,False
CUST_1321,Susan Turner,49,4751.06,15814.69,39,109.86,Checking,597,False,False
CUST_1322,Charles Shah,26,4724.32,11820.94,28,230.32,Checking,654,True,False
CUST_1323,Johnathan Davis,41,2553.39,8645.24,40,176.92,Savings,738,True,True
CUST_1324,Brandy Chavez,22,4785.29,13611.29,32,177.89,Savings,751,False,False
CUST_1325,Natalie Bautista,51,3835.37,12040.7,33,205.24,Savings,704,True,False
CUST_1326,Patrick Moore,42,6634.64,12739.77,31,155.95,Checking,686,False,False
CUST_1327,Brett Burns,41,4894.83,18466.28,29,234.84,Savings,753,False,False
CUST_1328,Trevor Johnson,27,5110.18,7605.19,38,251.2,Savings,603,True,True
CUST_1329,Jeremy Sampson,43,5142.53,13143.67,21,253.06,Premium,734,True,False
CUST_1330,Ariana Jennings,39,3065.92,8724.01,36,87.8,Savings,741,True,False
CUST_1331,Vanessa Howard,29,7013.18,1637.82,47,168.52,Savings,681,True,False
CUST_1332,Colton Martinez,53,2554.69,11804.14,35,83.24,Checking,801,False,False
CUST_1333,Jordan Bates,54,5577.96,12124.09,38,141.74,Checking,673,True,False
CUST_1334,Linda Smith,37,5356.66,14494.09,38,60.13,Checking,643,True,True
CUST_1335,Dana Martinez,33,3987.08,11129.84,27,202.51,Savings,638,True,False
CUST_1336,Andrea Hubbard,35,5416.4,6044.0,27,190.97,Checking,829,True,False
CUST_1337,Daniel Kane,54,4186.37,8710.27,33,158.37,Savings,781,False,False
CUST_1338,Charles Lester,44,3739.01,17267.84,41,140.44,Checking,596,True,False
CUST_1339,Scott Thomas,23,5170.28,8653.49,39,195.7,Savings,675,False,False
CUST_1340,David Thompson,42,3325.13,18332.9,43,129.43,Checking,748,True,False
CUST_1341,Allison Smith,23,4303.01,16199.94,39,126.03,Savings,850,False,False
CUST_1342,Cynthia Morris,48,3840.61,10728.88,35,119.88,Checking,675,False,False
CUST_1343,Anthony Harmon,30,4163.36,9083.68,44,169.81,Checking,695,False,False
CUST_1344,Nichole Alvarez,22,5124.24,16191.65,36,150.88,Checking,761,False,False
CUST_1345,Kayla Rodriguez,32,3840.38,11036.36,33,160.79,Savings,718,True,False
CUST_1346,Theresa Williams,24,4342.93,5817.4,44,206.09,Checking,810,False,False
CUST_1347,Sharon Boyd,44,3954.4,14249.27,39,228.16,Savings,627,True,False
CUST_1348,Victor Brown,47,6388.33,13669.05,35,252.52,Checking,812,False,False
CUST_1349,James Parks,25,5011.6,16550.82,36,183.01,Savings,612,True,False
CUST_1350,Theodore Jones Jr.,39,4858.42,13398.38,37,197.38,Savings,610,True,False
CUST_1351,Ana Hill,27,5437.61,9803.41,22,189.44,Savings,808,True,False
CUST_1352,Kimberly Nguyen,43,3840.67,17078.72,30,96.29,Checking,774,False,False
CUST_1353,Kerry Chavez DDS,36,5657.4,17467.96,36,161.52,Premium,729,True,False
CUST_1354,Michael Farrell,43,5016.06,12932.82,31,161.75,Savings,727,True,False
CUST_1355,Patricia Le,33,2632.22,12241.29,40,154.46,Savings,698,True,True
CUST_1356,Jesse Perez,39,2798.29,6706.92,39,177.95,Checking,688,True,True
CUST_1357,Jesse Perry,51,3867.96,9569.89,40,169.03,Savings,653,False,False
CUST_1358,Jeffery Ortega,45,2932.08,15043.08,33,130.68,Checking,696,False,True
CUST_1359,Christian Leblanc,51,4285.49,9770.88,35,172.45,Premium,736,True,False
CUST_1360,Ronald Davis,35,3316.16,6172.65,40,148.05,Premium,734,False,False
CUST_1361,Parker Cain,27,4461.18,25983.51,38,49.04,Premium,836,True,False
CUST_1362,Laurie Hoffman,24,6347.97,6146.38,38,110.15,Savings,637,True,False
CUST_1363,Bryan Gomez,37,4521.61,21027.01,40,184.45,Checking,760,False,True
CUST_1364,Nicole Parrish,28,4204.63,10770.31,37,234.59,Savings,720,True,False
CUST_1365,Tracy Burke,35,5068.64,11661.75,40,58.64,Checking,762,True,False
CUST_1366,Kenneth Lewis,30,3712.81,9310.89,32,136.48,Premium,850,True,False
CUST_1367,Courtney Rodriguez,36,5637.6,15131.35,38,201.57,Savings,699,True,False
CUST_1368,Holly Farmer,42,5202.35,6240.9,29,223.91,Savings,812,False,False
CUST_1369,Renee Bruce,23,4631.92,4638.68,36,158.99,Savings,709,False,False
CUST_1370,Sabrina Austin,48,4776.23,18440.69,29,145.86,Checking,653,False,False
CUST_1371,Allison Hickman,23,7135.52,8784.11,42,240.99,Savings,708,True,True
CUST_1372,Debra White,39,5761.22,14984.35,46,219.8,Savings,761,True,False
CUST_1373,Ellen Morgan,35,7332.74,7658.18,32,222.93,Savings,771,True,True
CUST_1374,Sergio Knight,41,5248.37,14833.68,34,156.6,Savings,665,False,True
CUST_1375,Charles Schultz,39,2743.72,18734.19,31,235.68,Savings,828,True,False
CUST_1376,Paul Lewis,31,4255.62,9891.51,31,82.75,Savings,714,True,False
CUST_1377,Glen Wood,46,2458.08,4266.24,31,236.56,Savings,649,True,False
CUST_1378,Paula Bradley,23,5243.71,18755.18,37,176.67,Savings,642,False,False
CUST_1379,Anthony Moore,46,5515.09,15704.98,38,186.45,Savings,684,True,False
CUST_1380,Megan Nelson,54,3475.94,10105.72,31,132.74,Premium,712,False,True
CUST_1381,Karla Ramos,52,3763.79,11128.19,37,89.3,Checking,752,False,False
CUST_1382,Paul Wilson,35,4769.27,7557.39,32,185.39,Savings,798,True,False
CUST_1383,Douglas Gregory,22,3085.7,17681.03,32,207.57,Checking,747,False,False
CUST_1384,Mr. Andrew Foster,37,2991.88,9861.14,38,215.13,Checking,715,False,True
CUST_1385,Aimee Turner,24,6131.62,6325.17,32,209.74,Savings,782,True,False
CUST_1386,Chad Scott,27,4726.72,12854.58,41,198.41,Savings,708,True,False
CUST_1387,Adam Burgess,46,3885.7,8559.95,28,133.81,Savings,632,True,False
CUST_1388,James Padilla,34,2468.18,7879.94,42,218.37,Savings,660,True,True
CUST_1389,Sandra Drake,29,5648.77,10279.6,34,128.22,Checking,797,False,True
CUST_1390,Scott Williams,42,3727.69,12345.42,28,235.35,Checking,633,True,False
CUST_1391,Thomas Atkins,25,6909.19,6475.56,39,175.8,Savings,672,False,False
CUST_1392,Laura Mckinney,46,5657.47,17540.6,32,177.46,Checking,643,True,False
CUST_1393,Brian Smith,36,3573.16,14708.64,45,223.3,Savings,743,False,False
CUST_1394,Robert Montgomery,25,3688.99,10538.55,44,230.07,Savings,636,False,False
CUST_1395,Tamara Davis,33,6735.65,8386.63,31,218.53,Checking,732,False,True
CUST_1396,Dana Chapman,53,4478.01,11643.1,31,138.98,Savings,764,False,True
CUST_1397,Jennifer Collins,53,3941.69,15597.74,47,218.13,Savings,741,True,False
CUST_1398,Gary Jackson,49,4617.99,14978.34,34,139.26,Checking,737,True,False
CUST_1399,Ashley Hicks,34,3935.94,16234.02,30,219.4,Savings,672,True,False
CUST_1400,Hannah Luna,52,4884.64,10078.49,42,108.74,Checking,657,False,False
CUST_1401,Robin Young,35,4488.55,1500.0,40,175.32,Checking,758,True,False
CUST_1402,Craig Morrison,41,5677.72,16991.24,31,138.96,Savings,646,True,False
CUST_1403,Mary Thompson,39,4097.62,11331.22,34,223.5,Checking,747,False,False
CUST_1404,Kathleen Webster,50,3477.31,14664.66,47,235.76,Savings,575,True,False
CUST_1405,Joann Glass,27,4147.1,18676.92,42,189.95,Premium,663,True,True
CUST_1406,Madison Weber,53,4139.48,21737.63,28,188.31,Savings,796,True,True
CUST_1407,Lori Hernandez,50,4486.42,9400.71,27,215.21,Checking,740,True,True
CUST_1408,Jeremy Turner,23,5376.51,12535.84,48,236.06,Savings,604,True,False
CUST_1409,Anthony Romero,44,5308.22,17467.35,39,181.87,Savings,636,False,False
CUST_1410,Jesse Brown,40,6082.91,8622.88,36,155.02,Savings,711,True,True
CUST_1411,Angela Lin,52,3568.97,9671.55,32,212.36,Checking,722,True,False
CUST_1412,Lisa Hunter,26,5069.23,9647.85,30,87.06,Checking,607,True,False
CUST_1413,Julian Conner,40,5492.48,11887.64,36,225.48,Premium,666,False,False
CUST_1414,Joanna Pacheco,31,3740.56,11119.51,43,144.49,Checking,766,False,True
CUST_1415,Erica Alvarez,46,4323.79,9624.82,39,167.99,Checking,648,True,False
CUST_1416,Antonio Garcia,23,2395.86,8136.97,36,225.8,Savings,646,True,False
CUST_1417,Gwendolyn Klein,32,5716.91,15247.76,25,159.22,Savings,694,True,False
CUST_1418,Carrie Wright,52,4313.96,17351.32,40,212.37,Savings,687,False,False
CUST_1419,Jeffrey Mills,36,5591.54,17930.86,24,236.95,Savings,677,True,True
CUST_1420,Jake Campbell,30,4840.9,10075.71,25,185.5,Savings,595,False,False
CUST_1421,George Harper,44,4351.88,15414.9,30,195.57,Savings,732,True,False
CUST_1422,Maria Jones,40,2592.33,12945.3,40,174.03,Savings,760,False,False
CUST_1423,Michael Mitchell,30,2814.64,9717.31,37,185.78,Checking,711,True,False
CUST_1424,Mary Escobar,42,2083.33,14936.87,30,124.18,Checking,763,False,True
CUST_1425,Felicia Aguilar,30,3880.07,9533.58,40,165.31,Premium,688,True,True
CUST_1426,Gregory Ponce,49,7431.14,10495.29,36,115.59,Savings,747,True,False
CUST_1427,Jenna Larson,28,2973.4,6493.08,34,135.06,Checking,711,True,False
CUST_1428,Emily Bennett,37,2083.33,10143.12,30,79.85,Savings,573,True,False
CUST_1429,Robin Santiago,37,5786.67,13015.44,27,193.2,Savings,743,True,False
CUST_1430,Nancy Jennings,54,7537.98,18275.74,35,264.58,Checking,704,True,False
CUST_1431,Maria Henderson,25,4955.73,10586.02,27,157.19,Savings,657,True,False
CUST_1432,Jack White,25,4944.25,7847.32,44,228.26,Savings,705,True,False
CUST_1433,Travis Tucker,38,4195.98,17989.48,41,236.28,Savings,765,True,False
CUST_1434,Chad Jones,50,2340.51,9981.79,22,120.04,Checking,798,True,False
CUST_1435,Ashley Wise,28,2769.94,5006.47,28,130.81,Savings,746,False,True
CUST_1436,Sophia Johnson,48,4187.39,12532.37,32,229.54,Savings,719,False,True
CUST_1437,Ralph Anderson,49,3947.76,10700.91,36,175.38,Premium,698,False,False
CUST_1438,Christopher Guerra,43,4439.37,21201.58,27,115.46,Savings,745,True,False
CUST_1439,Rhonda Martin,35,5619.99,13901.46,40,148.16,Savings,634,True,False
CUST_1440,Jason Rhodes,28,3856.04,11414.63,31,200.98,Savings,732,True,True
CUST_1441,Jeremy Mitchell,43,5645.48,8302.01,24,140.3,Savings,708,False,True
CUST_1442,Joann Ferguson,26,3864.22,13320.67,32,41.27,Premium,678,False,False
CUST_1443,Robert Harrison,23,5881.13,17826.84,38,163.9,Checking,825,True,False
CUST_1444,Holly Valentine,48,4691.29,13247.26,32,167.95,Savings,712,False,False
CUST_1445,Mrs. Diane Reyes,42,4038.55,8610.28,42,180.46,Savings,779,False,False
CUST_1446,Tracy Montoya,36,4669.95,14155.22,30,242.94,Checking,618,True,True
CUST_1447,Brenda Wright,42,4216.41,11805.57,40,182.68,Savings,701,True,False
CUST_1448,Shelly Spencer,31,4724.75,13794.45,38,192.15,Checking,678,True,True
CUST_1449,Ryan Rosales,44,5530.97,10580.77,30,232.78,Savings,641,True,False
CUST_1450,Phillip Nelson,26,4474.31,10486.82,47,180.52,Checking,719,True,False
CUST_1451,Brittany Kim,22,4121.37,10328.88,32,286.83,Savings,713,True,False
CUST_1452,Courtney Hayes,34,3178.94,15768.95,34,116.81,Savings,798,True,False
CUST_1453,Alexander Brown,42,5307.31,10527.1,35,133.29,Savings,637,True,True
CUST_1454,Cynthia Vang,47,5018.67,10161.08,31,210.7,Checking,665,True,True
CUST_1455,Alfred Galvan,42,3105.9,8231.74,31,242.72,Checking,748,True,True
CUST_1456,Marie Moody,39,5627.7,13816.06,28,169.96,Checking,743,False,True
CUST_1457,Dustin Gallegos,53,3085.6,13246.81,35,129.47,Premium,735,False,False
CUST_1458,Brenda Thornton,38,5869.86,10204.93,26,268.05,Savings,758,True,True
CUST_1459,Aaron Miller,32,5443.16,9162.49,52,140.38,Savings,669,True,False
CUST_1460,Ruben Dunn,42,5107.92,19504.69,32,196.95,Checking,796,True,False
CUST_1461,Kelsey Rodriguez,47,4112.09,4478.23,22,245.71,Savings,671,False,False
CUST_1462,Eric Williams,25,5303.06,13972.69,33,157.92,Savings,729,False,True
CUST_1463,Riley Bryant,39,5928.8,17165.61,31,148.89,Savings,709,True,False
CUST_1464,Taylor Carlson,50,5323.77,1500.0,32,152.32,Savings,684,True,False
CUST_1465,Jose Allen,50,3745.52,15176.56,40,225.08,Checking,850,True,False
CUST_1466,Jeffrey Mendez,42,4917.59,11118.98,34,233.01,Savings,760,True,True
CUST_1467,Jason Beck,34,5998.38,13024.22,38,181.69,Checking,748,True,False
CUST_1468,William Jones,38,7332.21,10707.05,47,274.15,Checking,715,True,False
CUST_1469,Katie Mcneil,30,4326.82,16301.57,26,181.6,Savings,752,False,False
CUST_1470,Jeanette Harrison,22,5655.69,13452.48,35,244.62,Checking,651,True,True
CUST_1471,Veronica King,23,6001.43,12526.88,30,158.4,Savings,746,True,False
CUST_1472,Richard Cooper,50,3567.83,8404.56,31,296.69,Savings,716,True,True
CUST_1473,Lori Ingram,54,6810.93,19529.17,30,258.51,Savings,723,True,False
CUST_1474,Evelyn Williams,31,3251.85,12039.72,36,173.6,Savings,787,True,False
CUST_1475,Robin Thompson,42,5594.57,21159.22,39,251.73,Premium,586,False,False
CUST_1476,Julie Dominguez,49,4964.98,19710.28,32,249.2,Checking,639,True,False
CUST_1477,Robin Brown,32,4652.8,4886.6,41,257.65,Checking,744,True,False
CUST_1478,Judith Carter,29,7766.87,9380.22,27,55.9,Checking,747,True,True
CUST_1479,Curtis Williams,43,4206.76,7852.2,37,215.97,Savings,586,True,True
CUST_1480,Kaylee Hays,29,4186.65,11807.18,29,207.11,Checking,669,True,True
CUST_1481,Dawn Mullins,36,6247.68,12748.66,34,203.55,Savings,620,True,True
CUST_1482,Howard Norman,38,5535.59,12919.71,29,190.92,Checking,709,False,False
CUST_1483,Evelyn Martinez,44,6185.96,16216.51,43,192.39,Checking,671,False,False
CUST_1484,Steve Paul,45,4729.42,17974.33,35,244.16,Savings,735,True,True
CUST_1485,Jasmine Beltran,40,4979.51,15869.95,40,206.97,Savings,697,False,False
CUST_1486,Jonathan Glass MD,26,6959.5,9756.26,36,190.85,Checking,809,False,True
CUST_1487,Monica Miller,53,3538.39,8871.9,41,236.97,Savings,642,False,False
CUST_1488,Samantha Gardner,22,4454.74,12011.05,38,200.9,Savings,763,True,False
CUST_1489,Bobby Guerrero,44,5581.15,13704.48,41,205.68,Savings,708,False,True
CUST_1490,Lance Simmons,29,4338.51,11267.23,28,273.35,Savings,651,True,False
CUST_1491,Heather Williams,34,3870.65,6618.06,25,158.28,Savings,755,True,False
CUST_1492,Heather Bolton,29,5356.44,14728.24,31,104.21,Premium,718,False,True
CUST_1493,William Gould,44,6253.09,10430.74,31,183.62,Checking,742,True,True
CUST_1494,Mark Cox,22,4407.29,10309.95,29,190.73,Savings,670,False,False
CUST_1495,Meghan Cisneros,45,4372.6,11781.55,40,216.08,Checking,617,True,False
CUST_1496,Lawrence Harrington,45,3773.72,11040.4,30,185.37,Premium,789,True,False
CUST_1497,Austin Osborne,38,4213.36,10534.0,33,217.76,Savings,710,True,False
CUST_1498,James Bradley,26,5937.84,6879.5,36,305.23,Checking,621,True,False
CUST_1499,Meghan Rush,41,4684.66,11551.01,40,220.08,Checking,755,True,False
CUST_1500,Phillip Berry,42,3577.1,14811.82,35,228.87,Premium,717,False,True
CUST_1501,Jennifer Banks,52,4911.29,13058.58,26,173.52,Savings,748,False,False
CUST_1502,Brian Fitzgerald,32,5897.33,15792.49,28,110.74,Checking,823,False,False
CUST_1503,Mr. Justin Green III,36,3880.98,9085.82,32,65.09,Savings,678,False,False
CUST_1504,Zachary Mitchell,40,2922.58,6887.77,25,154.07,Checking,752,True,False
CUST_1505,Katherine Martinez,28,7321.86,11016.6,29,50.98,Savings,788,False,False
CUST_1506,Jodi Roach,49,2860.17,9543.05,37,205.68,Savings,625,True,False
CUST_1507,Brandon Fleming,26,4134.56,9958.66,31,160.86,Savings,802,False,False
CUST_1508,Emma Reed,26,4873.49,12847.0,38,114.33,Checking,722,True,False
CUST_1509,Joshua Vance,51,4242.8,9987.68,40,186.54,Savings,759,False,False
CUST_1510,Michelle Ho,53,4489.69,6999.73,35,143.07,Premium,655,True,False
CUST_1511,Rebecca Hicks,29,5304.38,9764.02,36,202.54,Savings,776,True,False
CUST_1512,Curtis Taylor,31,2083.33,13360.24,29,215.38,Checking,692,True,False
CUST_1513,Allison Spencer,53,2999.72,14685.92,45,144.91,Savings,774,True,True
CUST_1514,Robert Arnold,49,4638.66,14645.69,39,168.14,Checking,723,True,True
CUST_1515,Angelica Parker,38,4078.06,13697.89,33,190.74,Checking,755,False,False
CUST_1516,Dr. Kelly Hammond DVM,52,4745.1,11327.63,36,109.65,Savings,712,True,True
CUST_1517,William Day,29,4867.9,13619.66,41,190.74,Premium,677,True,False
CUST_1518,Michael Cooper,46,2083.33,11830.66,32,108.45,Savings,659,True,True
CUST_1519,Penny Bowman,30,6175.38,12452.38,27,208.29,Savings,795,True,False
CUST_1520,Vincent Reynolds,23,3960.5,8242.69,40,158.24,Checking,660,True,False
CUST_1521,Amy Martinez,36,3501.44,12175.5,36,108.17,Savings,753,False,True
CUST_1522,Christopher Morris,24,4843.78,13514.66,36,151.0,Savings,729,False,True
CUST_1523,Hannah Everett,25,4717.28,13364.51,35,153.12,Checking,768,True,False
CUST_1524,Sarah King,35,6079.2,6849.92,28,233.43,Checking,765,False,True
CUST_1525,Krista Martinez,46,4923.17,12385.04,40,188.67,Savings,649,True,False
CUST_1526,Joseph Shaw,31,6030.97,6224.44,40,132.19,Savings,687,False,True
CUST_1527,Todd Moore,42,3410.61,12694.71,34,262.45,Savings,650,False,True
CUST_1528,Michelle Jacobs,33,4760.66,9194.65,38,211.32,Savings,841,True,False
CUST_1529,Kristy Bryan,48,3189.9,18822.57,38,163.18,Savings,726,True,False
CUST_1530,Angel May,23,4705.43,12476.97,34,102.31,Savings,769,True,False
CUST_1531,Marilyn Wang,34,4440.47,15204.66,27,158.77,Checking,696,True,False
CUST_1532,Mark Jimenez,53,4386.71,20443.49,37,168.97,Savings,690,True,False
CUST_1533,Donna Frye,52,4397.67,8730.39,30,198.45,Checking,634,True,False
CUST_1534,Dr. Michael Evans,37,5503.82,13742.7,35,210.36,Savings,768,True,False
CUST_1535,Anthony Gonzales,53,2574.13,7256.36,38,220.33,Checking,648,True,True
CUST_1536,Mr. Lawrence Edwards,53,3458.6,13379.59,41,99.43,Savings,804,False,False
CUST_1537,Morgan Valencia,32,4532.62,19062.84,35,190.43,Checking,738,True,False
CUST_1538,Bianca Wood,31,3110.0,9488.47,31,172.02,Checking,623,True,False
CUST_1539,Emma Owens,36,4640.98,8456.18,51,313.9,Checking,727,True,True
CUST_1540,David Davis,38,4519.77,11635.3,47,183.23,Premium,682,False,True
CUST_1541,James Gilbert,39,2828.64,20183.27,33,148.87,Savings,706,False,False
CUST_1542,Sean Moore,30,2766.88,15084.16,47,185.52,Checking,628,True,False
CUST_1543,Kenneth Edwards,46,2083.33,8380.34,38,179.57,Savings,596,True,True
CUST_1544,Kathleen Robertson,35,3057.5,17820.24,30,80.55,Checking,747,True,False
CUST_1545,Mr. Alexander Landry MD,46,4601.24,5379.75,29,200.42,Savings,698,False,False
CUST_1546,Cindy Gomez,43,4778.57,20546.24,39,164.47,Premium,719,True,True
CUST_1547,Johnny Khan,51,4835.71,15425.8,37,178.67,Savings,650,True,False
CUST_1548,Julie Herrera,41,3610.93,19054.23,27,136.32,Checking,679,True,False
CUST_1549,Jessica Khan,42,4560.45,5408.81,37,125.3,Checking,736,False,False
CUST_1550,Pamela Diaz,53,5079.89,12677.77,42,223.94,Savings,727,True,True
CUST_1551,Kelly Lee,42,2998.29,11464.44,40,235.42,Savings,687,True,True
CUST_1552,Angel Gordon,53,4737.49,7972.08,39,200.9,Savings,695,False,True
CUST_1553,Diana Hays,51,5403.93,6815.91,37,89.46,Checking,728,False,True
CUST_1554,Barbara Hester,33,3969.87,14028.33,33,204.15,Premium,756,False,False
CUST_1555,Robert Morgan,39,5911.13,14390.93,37,90.2,Checking,755,True,False
CUST_1556,Nicole Gonzalez,42,3999.04,17199.9,36,146.94,Savings,692,False,True
CUST_1557,Kathryn Williams,34,3508.26,9986.32,27,223.28,Savings,801,True,True
CUST_1558,Gary Wells,42,5279.38,11433.56,42,212.88,Savings,730,False,False
CUST_1559,Larry Robertson,29,7124.95,6470.16,39,202.85,Checking,764,True,False
CUST_1560,Louis Martin,28,4690.03,18163.14,31,245.65,Savings,704,True,False
CUST_1561,Nancy Evans MD,44,5376.97,12278.19,37,208.0,Checking,642,True,False
CUST_1562,Kim Erickson,53,3947.44,14890.35,30,79.05,Savings,658,True,False
CUST_1563,Robert Richardson,32,3031.31,15031.62,32,161.52,Checking,711,False,False
CUST_1564,Veronica Silva,43,4791.17,17836.43,34,177.92,Checking,809,True,False
CUST_1565,Molly Watts,43,4988.83,8674.4,38,172.06,Premium,658,True,True
CUST_1566,John Coffey,46,4135.94,14790.35,42,149.14,Premium,670,True,False
CUST_1567,Paula Lane,43,5372.15,11899.97,27,128.49,Checking,679,True,False
CUST_1568,Lauren Jackson,49,3765.73,20422.71,45,300.04,Savings,709,False,True
CUST_1569,Lisa Randall,50,3455.73,8662.54,35,160.56,Savings,685,False,False
CUST_1570,Michael Johnson,34,5909.14,16685.71,44,297.58,Savings,646,True,False
CUST_1571,Ashley Smith,39,5915.02,13401.37,31,122.94,Savings,721,True,False
CUST_1572,Christian Vaughn,23,3790.4,13191.42,44,212.85,Savings,712,True,False
CUST_1573,Reginald Knapp,50,6731.9,12216.08,32,191.48,Savings,678,True,False
CUST_1574,Nancy Brown,42,4224.45,17386.66,28,133.9,Savings,666,True,True
CUST_1575,Daniel Nguyen,36,4689.31,13055.41,36,156.62,Savings,662,False,True
CUST_1576,Kelly Edwards,48,4477.52,5902.34,33,179.24,Savings,723,False,False
CUST_1577,Thomas Peterson,52,5238.03,16878.01,33,137.79,Savings,708,False,False
CUST_1578,Raymond Le,36,4922.61,16144.81,27,167.19,Checking,789,False,True
CUST_1579,Melissa Bishop,44,4905.79,14348.55,33,61.75,Checking,676,True,True
CUST_1580,David Grant,45,3308.88,7486.11,24,215.58,Checking,707,True,False
CUST_1581,William Evans,34,2472.63,8107.54,34,241.36,Savings,757,True,False
CUST_1582,Daniel Bush,43,6011.03,4490.23,35,202.72,Checking,706,False,False
CUST_1583,Gregory Peck,54,3901.53,13841.32,35,293.21,Checking,763,True,False
CUST_1584,Denise Martinez,24,4522.04,6601.8,37,214.1,Savings,695,False,False
CUST_1585,Jamie Baird,40,4991.83,5125.0,33,237.14,Savings,728,False,False
CUST_1586,Tina Ballard,44,6619.6,17099.96,38,241.92,Checking,697,True,False
CUST_1587,Dwayne Klein,50,4785.03,15072.72,36,42.45,Premium,696,True,False
CUST_1588,Jeremy Scott,51,4089.84,10667.31,41,201.18,Savings,649,True,True
CUST_1589,Dale Ryan,46,3928.9,11463.81,40,110.85,Checking,667,True,False
CUST_1590,Melissa Taylor,29,4536.64,2370.62,40,120.95,Savings,675,True,False
CUST_1591,Laurie Sanchez,37,3446.63,15666.98,35,129.65,Checking,569,True,False
CUST_1592,Kiara Little,29,4619.43,9229.07,30,164.36,Savings,673,False,False
CUST_1593,Jason Love,22,4518.31,13321.16,36,212.52,Savings,730,True,True
CUST_1594,Randy Smith,26,6635.24,2045.75,31,201.7,Checking,652,True,False
CUST_1595,Tanya Russell,24,4478.83,15910.27,31,179.37,Checking,666,True,False
CUST_1596,Sherry Woods,22,2177.72,8988.62,38,216.13,Savings,747,True,False
CUST_1597,Victor Morris,25,7916.67,6495.83,24,219.17,Savings,746,True,True
CUST_1598,Susan Davis,53,5779.38,10641.59,35,202.13,Checking,672,False,False
CUST_1599,Kimberly Sharp,46,7186.27,9614.42,33,93.77,Savings,761,False,False
CUST_1600,Susan Thompson,31,3136.68,16297.07,38,143.03,Savings,718,True,True
CUST_1601,Casey Gillespie,42,4306.05,10318.42,40,181.32,Checking,818,False,True
CUST_1602,Jennifer Simpson DVM,48,5426.33,17450.47,47,216.67,Savings,733,True,False
CUST_1603,Tammy Mcdowell,48,5253.82,13320.57,37,113.57,Checking,795,True,False
CUST_1604,Keith Rodriguez,23,4967.01,15577.47,38,179.43,Savings,702,False,False
CUST_1605,Mrs. Virginia Daniels,34,2083.33,11991.33,33,101.72,Checking,702,True,False
CUST_1606,Todd Rosales MD,30,2442.78,17088.24,40,231.3,Premium,620,True,False
CUST_1607,Brian Martin,43,6480.23,7385.5,36,192.12,Premium,749,True,False
CUST_1608,David Lopez,47,6702.5,12454.5,41,112.69,Checking,701,False,True
CUST_1609,Rachel Bradley,33,4450.02,10414.26,24,112.36,Checking,778,False,False
CUST_1610,Casey Chase,38,6321.37,17586.51,23,199.37,Savings,783,True,False
CUST_1611,Samantha Robertson,35,3304.3,17996.14,26,248.74,Savings,579,True,False
CUST_1612,Michael Lopez,35,3590.3,12001.69,37,125.16,Savings,655,False,False
CUST_1613,Franklin Wright,41,3205.48,6833.96,33,219.33,Checking,683,True,False
CUST_1614,David Molina,32,3520.93,13708.39,33,152.89,Savings,773,False,False
CUST_1615,Elizabeth Sharp,37,5486.7,5341.56,27,221.16,Savings,699,True,False
CUST_1616,Matthew Schwartz,52,3505.39,18504.57,29,214.16,Savings,653,True,True
CUST_1617,Bryan Parker,27,7383.01,10107.32,35,187.76,Savings,699,False,False
CUST_1618,Jonathan Jacobson,40,5158.42,11877.72,43,88.28,Savings,831,True,False
CUST_1619,Emily Wilson,25,5938.99,9276.2,28,214.06,Premium,697,False,False
CUST_1620,Elizabeth Mendez,25,5195.76,8392.87,39,205.1,Checking,720,False,True
CUST_1621,Casey Hernandez,41,6101.17,14949.17,26,200.52,Premium,716,True,False
CUST_1622,Lisa Perry,31,3498.33,11365.53,30,189.78,Savings,697,False,True
CUST_1623,Kaitlin Medina,45,6392.0,12169.93,35,136.06,Checking,680,True,False
CUST_1624,Colleen Wright,47,4759.51,7984.44,37,234.15,Checking,621,False,False
CUST_1625,Shelley Miller,42,6094.92,15424.24,36,224.91,Savings,657,False,False
CUST_1626,Michael Miller,42,2783.88,15831.16,33,126.23,Savings,740,True,False
CUST_1627,Amy Kelley,31,4809.06,11164.29,35,245.71,Savings,643,False,False
CUST_1628,Laura Hernandez,25,4764.88,17071.69,34,186.58,Savings,722,True,False
CUST_1629,Joseph Wilson,41,3809.29,11583.5,29,186.46,Checking,850,False,True
CUST_1630,Kevin Davis,38,4974.73,15119.02,32,171.18,Checking,684,True,True
CUST_1631,Rhonda Chavez,28,6507.84,5508.29,29,176.1,Checking,661,True,False
CUST_1632,Joyce Brown,25,3713.14,13413.72,32,248.54,Checking,695,False,False
CUST_1633,Robert Cummings,50,5785.65,10914.07,37,231.65,Savings,779,True,False
CUST_1634,Robert Reese,35,3174.05,12622.09,34,230.59,Checking,683,True,False
CUST_1635,Amber Cooper,24,7220.14,12442.73,44,189.23,Checking,715,True,True
